Date,Close,signal,strat_ret,cumul_strat,cumul_bh
2024-09-11,4512.85107421875,1,-0.018493672359390922,0.9667928272766337,0.9879083211675088
2024-09-12,4554.9990234375,0,0.009339539135145625,0.9758222267225619,0.9971349295949887
2024-09-13,4558.1884765625,0,0.0,0.9758222267225619,0.997833132843964
2024-09-16,4511.47705078125,0,-0.0,0.9758222267225619,0.9876075336686391
2024-09-17,4375.220703125,0,-0.0,0.9758222267225619,0.9577796538100498
2024-09-18,4354.759765625,0,-0.0,0.9758222267225619,0.95330054956249
2024-09-19,4152.7548828125,0,-0.0,0.9758222267225619,0.9090796565250472
2024-09-20,4252.40869140625,0,0.0,0.9758222267225619,0.9308948738071382
2024-09-23,4355.0546875,0,0.0,0.9758222267225619,0.953365110916192
2024-09-24,4320.2177734375,0,-0.0,0.9758222267225619,0.9457389613446378
2024-09-25,4307.26416015625,0,-0.0,0.9758222267225619,0.9429032855956992
2024-09-26,4287.6865234375,0,-0.0,0.9758222267225619,0.9386175447402699
2024-09-27,4390.57861328125,0,0.0,0.9758222267225619,0.961141654237181
2024-09-30,4338.07763671875,1,-0.0,0.9758222267225619,0.949648664381651
2024-10-01,4343.42626953125,1,0.0012329499977656866,0.9770253667348192,0.9508195337002785
2024-10-03,4187.7392578125,0,-0.035844285607167015,0.9420045904441292,0.9167380867734524
2024-10-04,4177.14111328125,0,-0.0,0.9420045904441292,0.9144180467368619
2024-10-07,4088.0859375,0,-0.0,0.9420045904441292,0.8949229763810198
2024-10-08,4286.70556640625,0,0.0,0.9420045904441292,0.9384028034164501
2024-10-09,4304.6142578125,1,0.0,0.9420045904441292,0.9423231954193078
2024-10-10,4398.52734375,1,0.021816841257507713,0.9625561550576923,0.9628817109870382
2024-10-11,4363.10107421875,1,-0.008054120564144784,0.954803611735098,0.9551265455977386
2024-10-14,4423.3544921875,1,0.013809769002323335,0.9679892290557437,0.9683166225604304
2024-10-15,4489.93701171875,1,0.015052494582753262,0.9825598816822688,0.9828922032759112
2024-10-16,4569.27685546875,1,0.017670591712739547,0.9999222961847939,1.0002604900976348
2024-10-17,4434.1982421875,1,-0.029562361300033868,0.9703622319930195,0.9706904280952197
2024-10-18,4440.1845703125,1,0.001350036195505444,0.9716722561289616,0.9720008953077789
2024-10-21,4430.1259765625,1,-0.0022653548722394445,0.96947107364932,0.9697989683437723
2024-10-22,4221.349609375,1,-0.0471265079801404,0.92378328736047,0.9240957295229876
2024-10-23,4154.6689453125,0,-0.01579605345039703,0.9091911571767405,0.9094986639861589
2024-10-24,4118.75244140625,0,-0.0,0.9091911571767405,0.9016361813797785
2024-10-25,4087.79150390625,0,-0.0,0.9091911571767405,0.894858521916976
2024-10-28,4071.256103515625,0,-0.0,0.9091911571767405,0.8912387570785002
2024-10-29,4194.65771484375,0,0.0,0.9091911571767405,0.9182526063439865
2024-10-30,4157.1708984375,0,-0.0,0.9091911571767405,0.9100463665960409
2024-10-31,4167.376953125,0,0.0,0.9091911571767405,0.9122805742368986
2024-11-01,4207.9052734375,0,0.0,0.9091911571767405,0.92115262966731
2024-11-04,4129.64501953125,0,-0.0,0.9091911571767405,0.9040206758804126
2024-11-05,4182.341796875,0,0.0,0.9091911571767405,0.9155565284889798
2024-11-06,4308.1474609375,1,0.0,0.9091911571767405,0.9430966489878295
2024-11-07,4350.98193359375,1,0.009942666318791371,0.9182309414725446,0.9524735442750858
2024-11-08,4318.40234375,1,-0.007487870632650662,0.9113553469719011,0.9453415455945317
2024-11-11,4360.69775390625,1,0.009794226380379856,0.9202813675531135,0.9546004346988627
2024-11-12,4164.23681640625,1,-0.04505263803803261,0.8788202642075974,0.9115931668434263
2024-11-13,3990.935302734375,0,-0.04161663260578796,0.8422467241455484,0.8736557289329566
2024-11-14,4010.708984375,0,0.0,0.8422467241455484,0.8779843859862524
2024-11-18,4001.68115234375,0,-0.0,0.8422467241455484,0.8760081030912272
2024-11-19,3981.3671875,0,-0.0,0.8422467241455484,0.8715611726308599
2024-11-21,3909.044189453125,0,-0.0,0.8422467241455484,0.8557289436458477
2024-11-22,4034.554931640625,0,0.0,0.8422467241455484,0.8832045027909956
2024-11-25,4209.81982421875,0,0.0,0.8422467241455484,0.9215717440180804
2024-11-26,4283.025390625,1,0.0,0.8422467241455484,0.9375971760607354
2024-11-27,4391.06884765625,1,0.0252259669689896,0.8634932121885837,0.9612489714542615
2024-11-28,4383.41455078125,1,-0.0017431511872298966,0.8619880129705921,0.9595733691684475
2024-11-29,4393.22802734375,1,0.0022387744642475838,0.8639178097225182,0.9617216375239138
2024-12-02,4420.60693359375,1,0.006232070377315324,0.8693018063129251,0.9677151544523498
2024-12-03,4434.44384765625,1,0.003130093733814787,0.872022802449659,0.9707441935934187
2024-12-04,4436.89697265625,1,0.0005531978945447769,0.8725052036279692,0.9712812072374561
2024-12-05,4483.509765625,1,0.0105057190320208,0.8816714981512608,0.9814852147017749
2024-12-06,4474.4814453125,1,-0.0020136724986571375,0.8798961005025837,0.9795088249170913
2024-12-09,4532.673828125,1,0.013005391467979521,0.8913394937407685,0.9922477206314787
2024-12-10,4541.2607421875,1,0.0018944478222144845,0.8930280899035394,0.9941274821649263
2024-12-11,4562.84912109375,1,0.004753829416949795,0.8972733931074853,0.9988533946338402
2024-12-12,4573.49658203125,1,0.002333511508911812,0.899367190896942,1.0011842305259337
2024-12-13,4582.42626953125,1,0.0019524858802963951,0.90112319263837,1.0031390285996111
2024-12-16,4589.00146484375,1,0.00143487203628756,0.902416189108737,1.0045784047402573
2024-12-17,4536.255859375,1,-0.01149391776682418,0.8920438916396703,0.9930318631658454
2024-12-18,4399.11572265625,1,-0.030232010929305275,0.8650756109581998,0.9630105130254671
2024-12-19,4303.19140625,1,-0.021805363271582556,0.8462123230038701,0.9420117189545938
2024-12-20,4111.93212890625,1,-0.0444459145056767,0.80860164244199,0.9001431466305924
2024-12-23,4147.0634765625,1,0.008543756695126747,0.8155101381382942,0.90783375066619
2024-12-24,4137.44677734375,0,-0.002318917777145102,0.8136190371815233,0.9057285588430778
2024-12-26,4150.20361328125,0,0.0,0.8136190371815233,0.908521158059662
2024-12-27,4154.2763671875,0,0.0,0.8136190371815233,0.9094127247007677
2024-12-30,4004.821044921875,0,-0.0,0.8136190371815233,0.8766954570398705
2024-12-31,4100.30419921875,0,0.0,0.8136190371815233,0.8975976763043372
2025-01-01,4092.30615234375,0,-0.0,0.8136190371815233,0.8958468236989766
2025-01-02,4156.68017578125,0,0.0,0.8136190371815233,0.9099389424893021
2025-01-03,4127.43701171875,0,-0.0,0.8136190371815233,0.9035373208449159
2025-01-06,4025.134521484375,0,-0.0,0.8136190371815233,0.8811422806105796
2025-01-07,4085.6328125,0,0.0,0.8136190371815233,0.8943859627369827
2025-01-08,4033.03369140625,0,-0.0,0.8136190371815233,0.8828714880601047
2025-01-09,4020.816650390625,0,-0.0,0.8136190371815233,0.8801970553609335
2025-01-10,3925.775390625,0,-0.0,0.8136190371815233,0.8593915712373613
2025-01-13,3717.490234375,0,-0.0,0.8136190371815233,0.8137958634129742
2025-01-14,3756.841064453125,0,0.0,0.8136190371815233,0.8224101544320409
2025-01-15,3751.394775390625,0,-0.0,0.8136190371815233,0.8212179071817239
2025-01-16,3845.552490234375,0,0.0,0.8136190371815233,0.8418299744683364
2025-01-17,4039.706787109375,0,0.0,0.8136190371815233,0.8843322955772696
2025-01-20,4109.28271484375,1,0.0,0.8136190371815233,0.8995631633438594
2025-01-21,3975.1357421875,1,-0.03264486334115635,0.7870585549009692,0.8701970468097608
2025-01-22,3830.538330078125,1,-0.03637546526393676,0.7584289337764848,0.838543224360752
2025-01-23,3849.281494140625,1,0.004893088763875619,0.7621399938705447,0.8426462907898956
2025-01-24,3777.890625,0,-0.018546544140587318,0.7480049308329176,0.8270181141628586
2025-01-27,3602.0869140625,0,-0.0,0.7480049308329176,0.7885329201976777
2025-01-28,3531.92236328125,0,-0.0,0.7480049308329176,0.7731731969478303
2025-01-29,3631.379150390625,0,0.0,0.7480049308329176,0.794945284252738
2025-01-30,3708.56005859375,0,0.0,0.7480049308329176,0.8118409584496387
2025-01-31,3863.265380859375,1,0.0,0.7480049308329176,0.8457075037181573
2025-02-01,3704.438232421875,1,-0.04111215067554308,0.7172528394104656,0.810938649397859
2025-02-03,3462.64111328125,0,-0.06527227719020268,0.6704361132610057,0.7580068370901133
2025-02-04,3660.0830078125,0,0.0,0.6704361132610057,0.8012288462693696
2025-02-05,3745.99755859375,1,0.0,0.6704361132610057,0.8200364023420812
2025-02-06,3701.4453125,1,-0.011893292880435058,0.6624624202083721,0.8102834692364086
2025-02-07,3747.518798828125,1,0.01244743132433479,0.6707083756888684,0.8203694170729725
2025-02-10,3715.920166015625,1,-0.008431881068183378,0.6650530424336254,0.8134521597162383
2025-02-11,3581.28271484375,1,-0.03623260058254674,0.6409564411809203,0.7839786725202298
2025-02-12,3527.015380859375,1,-0.015153043840813507,0.631244000127654,0.772099009325268
2025-02-13,3591.93017578125,1,0.018405021785319775,0.642862059701856,0.7863095084123234
2025-02-14,3448.068359375,0,-0.04005139559121851,0.6171145370381513,0.7548167152337648
2025-02-17,3410.778076171875,0,-0.0,0.6171145370381513,0.7466534985733441
2025-02-18,3305.90576171875,0,-0.0,0.6171145370381513,0.7236958980666016
2025-02-19,3324.833984375,0,0.0,0.6171145370381513,0.7278394756762965
2025-02-20,3369.11572265625,0,0.0,0.6171145370381513,0.7375331919111895
2025-02-21,3329.529052734375,0,-0.0,0.6171145370381513,0.7288672731870929
2025-02-24,3311.638427734375,0,-0.0,0.6171145370381513,0.7249508361015976
2025-02-25,3249.3671875,0,-0.0,0.6171145370381513,0.7113190376253739
2025-02-27,3205.13525390625,0,-0.0,0.6171145370381513,0.7016362241356424
2025-02-28,3052.471923828125,0,-0.0,0.6171145370381513,0.6682166914187488
2025-03-03,3150.178466796875,0,0.0,0.6171145370381513,0.6896056327429535
2025-03-04,3272.842529296875,0,0.0,0.6171145370381513,0.7164580251793558
2025-03-05,3384.88134765625,1,0.0,0.6171145370381513,0.7409844452031238
2025-03-06,3378.159912109375,1,-0.0019857226462396405,0.615889118726631,0.7395130556097727
2025-03-07,3412.112548828125,1,0.010050630402972605,0.6220791926281649,0.7469456280098794
2025-03-10,3378.357666015625,1,-0.009892663952158598,0.6159251722238643,0.7395563459214436
2025-03-11,3419.822509765625,1,0.012273668998138643,0.6234848339153616,0.7486334157167563
2025-03-12,3375.886474609375,1,-0.012847460659372367,0.6154746370399187,0.7390153773600437
2025-03-13,3356.859130859375,1,-0.005636251068603104,0.6120056674592044,0.7348501011496841
2025-03-17,3400.10302734375,1,0.01288224938807736,0.6198896770943306,0.7443166234155482
2025-03-18,3400.10302734375,1,0.0,0.6198896770943306,0.7443166234155482
2025-03-19,3697.37353515625,1,0.08742985298440664,0.6740865404292392,0.8093921163746195
2025-03-20,3774.767578125,1,0.020932167721993356,0.6881966329526423,0.8263344479074322
2025-03-21,3846.231201171875,1,0.018931926686297507,0.7012255211534586,0.8419785510935778
2025-03-24,4082.021484375,0,0.06130424066324558,0.74421361926146,0.8935954068231092
2025-03-25,3966.029052734375,1,-0.0,0.74421361926146,0.8682035012348965
2025-03-26,4080.538818359375,1,0.028872649217244417,0.7657010380330921,0.8932708363752351
2025-03-27,4112.81103515625,1,0.007908812593982573,0.7717568240459137,0.9003355480157968
2025-03-28,4129.12060546875,1,0.003965553042210246,0.7748172666673555,0.903905876387241
2025-04-01,4174.83544921875,1,0.011071326831542105,0.7833955218613519,0.9139133137696756
2025-04-02,4185.41162109375,1,0.002533314666804287,0.785380109226792,0.916228543771636
2025-04-03,4269.23046875,1,0.020026428758838755,0.8011084680328314,0.9345773294302933
2025-04-04,4190.05712890625,1,-0.01854510793532571,0.7862518250252591,0.9172454919821
2025-04-07,3961.828125,1,-0.05446918666854206,0.7434253275994764,0.8672838760584484
2025-04-08,3995.187744140625,1,0.008420259054177093,0.7496851614453005,0.8745866309683713
2025-04-09,3984.068115234375,1,-0.0027832556611533388,0.7475985959756252,0.8721524327765595
2025-04-11,4059.68310546875,1,0.018979341729935983,0.7617875252054669,0.8887053118388208
2025-04-15,4157.43896484375,1,0.024079677362825347,0.7801311230314397,0.9101050490185287
2025-04-16,4160.50341796875,1,0.0007371011699544017,0.7807061585949441,0.9107758885149417
2025-04-17,4171.5732421875,1,0.002660693456215002,0.7827833783623444,0.9131991839615918
2025-04-21,4259.2470703125,1,0.021016969626314275,0.7992351128493694,0.9323918634736876
2025-04-22,4236.41455078125,1,-0.005360693839621455,0.7949506581035086,0.927393596155051
2025-04-23,4257.17138671875,1,0.004899623417087939,0.7988456169633821,0.9319374755356297
2025-04-24,4250.2529296875,1,-0.0016251300224449095,0.7975473889679564,0.9304229559650952
2025-04-25,4147.85107421875,1,-0.02409312037725697,0.7783319837189845,0.9080061636852649
2025-04-28,4375.0908203125,1,0.0547849336988433,0.8209728498427182,0.9577512211609032
2025-04-29,4555.9736328125,1,0.0413437846044713,0.8549149745127346,0.9973482813532489
2025-04-30,4435.978515625,1,-0.02633797446132813,0.8323982457474112,0.9710801477899176
2025-05-02,4432.419921875,1,-0.0008022116738088947,0.8317304861574145,0.9703011359591565
2025-05-05,4537.68798828125,1,0.023749569820027183,0.8514837274098552,0.9933453705340701
2025-05-06,4455.35205078125,1,-0.0181449094148024,0.8360336323078251,0.9753212087681161
2025-05-07,4418.58203125,1,-0.008252999788154192,0.8291338469174989,0.9672718830387705
2025-05-08,4371.73046875,1,-0.010603302636150391,0.8203422898127571,0.9570156065314714
2025-05-09,4449.125,1,0.01770340870811493,0.8348651446498633,0.9739580449539426
2025-05-12,4388.33642578125,1,-0.013663040309892405,0.8234583485251881,0.9606508169255928
2025-05-13,4556.46826171875,1,0.038313342374967974,0.8550077901637593,0.9974565605772557
2025-05-14,4712.837890625,1,0.03431816484271222,0.8843500884484022,1.0316874392465907
2025-05-15,4808.51806640625,1,0.020302029902530938,0.9023041903883876,1.0526327884882405
2025-05-16,5068.376953125,1,0.05404136641062074,0.9510659417550049,1.1095185027067669
2025-05-19,4958.26513671875,1,-0.021725261839169008,0.9304037851440615,1.0854139227200597
2025-05-20,4795.173828125,1,-0.03289281716420667,0.8998001835504321,1.0497116010125445
2025-05-21,4943.2412109375,1,0.030878418201243152,0.9275845899156577,1.0821250348193063
2025-05-22,4981.69140625,1,0.007778336858704105,0.9347996553209647,1.0905421678633678
2025-05-23,4904.1982421875,1,-0.015555593019125458,0.920258292328373,1.0735781377298905
2025-05-26,4945.3173828125,1,0.008384477664723944,0.9279741774261772,1.0825795296470226
2025-05-27,4970.91748046875,1,0.005176633909326656,0.932777960020021,1.0881836475497364
2025-05-28,4959.748046875,1,-0.002246956147961776,0.9306820488480708,1.0857385466127631
2025-05-29,4942.84619140625,1,-0.0034078052572447115,0.927510465669183,1.082038561085623
2025-05-30,4916.5537109375,1,-0.005319299741606942,0.9225767594888112,1.0762828736472314
2025-06-02,4959.05615234375,1,0.00864476295900074,0.930552216886075,1.0855870839667439
2025-06-03,4931.47900390625,1,-0.005560967165993191,0.9253774465617294,1.0795501698369785
2025-06-04,4902.4189453125,1,-0.0058927673768318645,0.9199244125333744,1.0731886318145099
2025-06-05,5012.92578125,1,0.022541287713315983,0.9406606933907924,1.0973796855349007
2025-06-06,4931.57763671875,1,-0.01622767782350154,0.925395954717215,1.079571761547985
2025-06-09,4950.65478515625,1,0.0038683662395291307,0.92897572518664,1.0837479405035062
2025-06-10,5052.95703125,1,0.020664386941397606,0.9481724390310621,1.1061429272930134
2025-06-11,4981.4931640625,1,-0.014142979397119726,0.934762455760929,1.0904987706620386
2025-06-12,4898.6630859375,1,-0.01662756033121815,0.9192196366324065,1.0723664365617362
2025-06-13,4967.85302734375,1,0.014124249860104188,0.9322029244565168,1.0875128080533238
2025-06-16,5005.1171875,1,0.007501059300897728,0.9391954338733354,1.0956703061170177
2025-06-17,4988.90673828125,1,-0.0032387751597974246,0.9361535910319112,1.0921216763462382
2025-06-18,4936.22314453125,1,-0.010560148047215279,0.926267670515682,1.080588709758449
2025-06-19,4845.58447265625,1,-0.018361947833621883,0.9092595918697026,1.0607469962402636
2025-06-20,4915.5654296875,1,0.0144422117550842,0.9223913114358263,1.076066528978535
2025-06-23,4970.02783203125,1,0.011079580390655597,0.9326110201225218,1.0879888945920464
2025-06-24,4829.966796875,1,-0.02818113698550595,0.9063289812102566,1.0573281305148388
2025-06-25,4737.25244140625,1,-0.019195650688269006,0.8889314066782898,1.0370320290585955
2025-06-26,4761.3701171875,1,0.005091068310071112,0.8934570171926566,1.0423116299582644
2025-06-27,4841.2353515625,1,0.016773582479274962,0.9084434921622246,1.059794930052477
2025-06-30,4813.4599609375,1,-0.005737252706798368,0.9032315222778435,1.0537146187213822
2025-07-01,4855.3701171875,1,0.008706867116401007,0.9110958391176613,1.0628891718851985
2025-07-02,4841.63037109375,1,-0.0028298040648050415,0.9085176164086992,1.0598814037861606
2025-07-03,4874.150390625,1,0.006716749738973515,0.9146199018715652,1.067000361928384
2025-07-04,4935.43310546875,1,0.012573004510000763,0.9261194220227328,1.0804157622910822
2025-07-07,4954.6083984375,1,0.003885230041412724,0.9297176090231113,1.0846134260679512
2025-07-08,4944.625,1,-0.0020149722510155454,0.9278442538396492,1.0824279601113453
2025-07-09,4949.46826171875,1,0.0009795003096797483,0.9287530775736197,1.0834881986334803
2025-07-10,4858.73046875,1,-0.018332836614097348,0.9117263991476224,1.06362478651463
2025-07-11,4809.80322265625,1,-0.01006996506771396,0.9025453461568932,1.052914122069273
2025-07-14,4829.67041015625,1,0.004130561393118404,0.9062733651192676,1.0572632484921616
2025-07-15,4840.14794921875,1,0.0021694107822485265,0.908239444329222,1.0595568867831155
2025-07-16,4815.23974609375,1,-0.005146165651614076,0.9035654936973739,1.054104231526421
2025-07-17,4733.8916015625,1,-0.016893892894375928,0.8883007550237966,1.0362963075395053
2025-07-18,4597.8837890625,1,-0.028730656286068856,0.8627792913525524,1.0065228345170654
2025-07-21,4696.03466796875,1,0.021346968172560654,0.8811970134249998,1.0280090454304567
2025-07-22,4703.1513671875,1,0.00151546990640683,0.8825324409804609,1.0295669622023205
2025-07-23,4661.24169921875,1,-0.008910975789795161,0.8746682157651752,1.0203925159281626
2025-07-24,4626.44921875,1,-0.007464208619471835,0.8681395097298827,1.012776093315527
2025-07-25,4500.02880859375,1,-0.027325580413569694,0.8444170937465618,0.9851013987366926
2025-07-28,4454.46240234375,0,-0.010125803231077368,0.835866692410326,0.9751264558104257
2025-07-29,4445.96142578125,0,-0.0,0.835866692410326,0.9732655068568647
2025-07-30,4492.41796875,0,0.0,0.835866692410326,0.9834353096304804
2025-07-31,4481.4462890625,0,-0.0,0.835866692410326,0.981033499005178
2025-08-01,4387.34814453125,0,-0.0,0.835866692410326,0.9604344722568962
2025-08-04,4485.39990234375,0,0.0,0.835866692410326,0.9818989845696229
2025-08-05,4525.234375,0,0.0,0.835866692410326,0.9906191497953812
2025-08-06,4486.09228515625,0,-0.0,0.835866692410326,0.9820505541053005
2025-08-07,4497.95361328125,0,0.0,0.835866692410326,0.9846471176882932
2025-08-08,4389.22607421875,0,-0.0,0.835866692410326,0.960845569883283
2025-08-11,4393.4755859375,0,0.0,0.835866692410326,0.9617758305807467
2025-08-12,4358.38671875,0,-0.0,0.835866692410326,0.9540945259454339
2025-08-13,4472.05615234375,1,0.0,0.835866692410326,0.9789779039835853
2025-08-14,4502.4013671875,1,0.006785517401843633,0.8415384803972977,0.9856207755870864
2025-08-18,4462.07275390625,1,-0.008957134202906891,0.8340007072914688,0.9767924380269797
2025-08-19,4401.0869140625,1,-0.013667603198616818,0.8226019165568432,0.9634420265766174
2025-08-20,4416.7041015625,1,0.0035484842278619144,0.8255209064835541,0.9668607854123838
2025-08-21,4437.134765625,1,0.00462577152389998,0.8293395775851499,0.9713332625011201
2025-08-22,4436.142578125,1,-0.00022360995381220938,0.8291541290005114,0.9711160627151559
2025-08-25,4420.86962890625,1,-0.0034428445321081913,0.8262994802412071,0.9677726610885946
2025-08-26,4347.4794921875,1,-0.016600837138214142,0.8125822171423319,0.9517068247550468
2025-08-28,4308.900390625,1,-0.008873900758319286,0.8053714431894358,0.9432614728411554
2025-08-29,4296.89990234375,0,-0.002785046576467609,0.8031284462087962,0.9406344457055053
2025-09-01,4393.1005859375,1,0.0,0.8031284462087962,0.9616937393230596
2025-09-02,4414.81982421875,1,0.0049439428613982095,0.807099067357216,0.9664482982204372
2025-09-03,4414.32421875,1,-0.00011225950061000134,0.8070084628189718,0.9663398052171136
2025-09-04,4400.34033203125,1,-0.003167843145583382,0.8044519865916029,0.9632785922888522
2025-09-05,4368.50439453125,1,-0.007234880735987104,0.7986318724107847,0.9563093865581127
2025-09-08,4406.9853515625,1,0.008808725723023825,0.8056668015285162,0.9647332536506563
2025-09-09,4417.29931640625,1,0.0023403673987918427,0.8075523578451025,0.9669910839060307
2025-09-10,4519.94677734375,1,0.023237605963503105,0.8263179413316049,0.9894616416840598
2025-09-11,4543.45166015625,1,0.005200256545125237,0.8306150066143689,0.9946070960623777
2025-09-12,4706.49658203125,1,0.03588569529743668,0.8604222036512106,1.0302992632523407
2025-09-15,4755.68798828125,0,0.01045180961945369,0.8694151727161239,1.0410677550029175
2025-09-16,4800.11865234375,0,0.0,0.8694151727161239,1.0507940725836369
2025-09-17,4849.9052734375,1,0.0,0.8694151727161239,1.0616928628278606
2025-09-18,4816.7802734375,1,-0.00683003030624596,0.8634770407377627,1.0544414683988212
2025-09-19,4875.69091796875,1,0.012230295173752737,0.874037619821744,1.067337598800784
2025-09-22,4769.07666015625,1,-0.021866492278988958,0.854925482956366,1.043998669437532
2025-09-23,4760.34912109375,1,-0.0018300270019593334,0.8533609462378927,1.0420881236824517
2025-09-24,4684.97509765625,1,-0.015833717553090265,0.8398490700443241,1.025587994666634
2025-09-25,4735.85302734375,1,0.010859807923622178,0.8489696696298381,1.0367256832974865
2025-09-26,4697.0751953125,1,-0.008188140934137,0.8420181863261013,1.0282368272926072
2025-09-29,4700.94287109375,1,0.0008234221553680143,0.842711522755945,1.0290835002771652
2025-09-30,4707.38916015625,1,0.0013712757715347301,0.8438671126494933,1.0304946575479814
2025-10-01,4763.8203125,1,0.011987781426993083,0.8539832071493632,1.0428480022643507
2025-10-03,4830.26806640625,1,0.013948417351488773,0.8658949213338454,1.0573940814341
2025-10-06,4805.27587890625,1,-0.005174078779150326,0.8614147127963979,1.0519230411561526
2025-10-07,4797.73876953125,1,-0.001568507108631545,0.8600635776958969,1.0502730923883659
2025-10-08,4749.63818359375,1,-0.010025678397283744,0.8514408568647006,1.0397433921347594
2025-10-09,4806.36669921875,1,0.011943755172962867,0.8616102580033503,1.0521618326531228
2025-10-10,4793.0771484375,1,-0.002764988943396718,0.8592279151664539,1.049252616819173
2025-10-13,4706.29833984375,1,-0.018105030631947794,0.8436715674425407,1.0302558660510104
2025-10-14,4707.6865234375,1,0.0002949629397690501,0.8439204192882731,1.030559753349975
2025-10-15,4805.27587890625,1,0.02072979052086321,0.861414712796398,1.0519230411561524
2025-10-16,4821.2431640625,1,0.0033228654417827297,0.8642770779765924,1.0554184398770252
2025-10-17,4838.3017578125,1,0.0035382147652611717,0.8673350758951659,1.059152736984527
2025-10-20,4819.9541015625,1,-0.0037921686509886365,0.8640459950104534,1.0551362511787254
2025-10-21,4818.1689453125,1,-0.0003703678940472077,0.8637259801149215,1.0547454625874435
2025-10-23,4770.564453125,1,-0.009880204021034511,0.8551921912131181,1.0443243622268192
2025-10-24,4774.53173828125,1,0.0008316175570484141,0.8559033840539816,1.0451928407017004
2025-10-27,4717.60400390625,1,-0.0119232078653001,0.8456982700932921,1.0327307892026905
2025-10-28,4685.5703125,1,-0.006790245934106709,0.8399557708533101,1.0257182931602802
2025-10-29,4656.41259765625,1,-0.006222874249899535,0.8347288317158125,1.0193353772061222
2025-10-30,4611.8828125,1,-0.009563109845262319,0.8267462282071066,1.0095873610247381
2025-10-31,4641.23876953125,1,0.006365286852407337,0.8320087051037907,1.0160136741802255
2025-11-03,4656.01611328125,1,0.003183922328454658,0.8346577561974393,1.0192485828034632
2025-11-04,4647.18896484375,1,-0.0018958586531349075,0.8330753630679463,1.0173162315580597
2025-11-06,4555.7490234375,1,-0.01967639837716917,0.8166834403460165,0.9972991121103628
2025-11-07,4588.47705078125,1,0.007183896034522075,0.8225504092745781,1.0044636052470848
2025-11-10,4750.33203125,1,0.035274226868191816,0.8515652390218537,1.0398952823394123
2025-11-11,4822.53271484375,1,0.015199081478679544,0.8645082484741581,1.0557007354649834
2025-11-12,4709.37255859375,1,-0.023464880995351933,0.8442226653042119,1.030928843340592
2025-11-13,4711.85205078125,1,0.0005265016000859379,0.8446671498883234,1.0314716290261856
2025-11-14,4690.82666015625,1,-0.004462234891588701,0.8408980466603129,1.026868960333461
2025-11-17,4755.68798828125,1,0.013827270292447569,0.8525253712398762,1.0410677550029164
2025-11-18,4768.283203125,1,0.002648452731715434,0.8547832443881931,1.0438249737425547
2025-11-19,4705.1083984375,1,-0.013248962361568029,0.8434582533559949,1.0299953759533749
2025-11-20,4677.73583984375,1,-0.005817625498881207,0.8385513291140293,1.0240032485904988
2025-11-21,4557.1376953125,1,-0.025781307166605316,0.8169323797231753,0.9976031062989855
2025-11-24,4408.47265625,0,-0.03262245931594687,0.7902820364017764,0.9650588395502846
2025-11-25,4405.00146484375,0,-0.0,0.7902820364017764,0.9642989609683854
2025-11-26,4480.5732421875,0,0.0,0.7902820364017764,0.980842380295874
2025-11-27,4446.2587890625,0,-0.0,0.7902820364017764,0.973330602658858
2025-11-28,4504.970703125,0,0.0,0.7902820364017764,0.9861832289698328
2025-12-01,4493.36767578125,0,-0.0,0.7902820364017764,0.9836432100161586
2025-12-02,4471.35009765625,0,-0.0,0.7902820364017764,0.97882334153747
