Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,MACD,MACD_Sig,MACD_Hist,ADX,DI_Plus,DI_Minus,AROON_Up,AROON_Dn,RSI,STOCH_K,STOCH_D,WILLR,ROC,MFI,BB_Upper,BB_Mid,BB_Lower,BB_Width,BB_Pct,ATR,KC_Upper,KC_Lower,KC_Mid,Ulcer,OBV,VWAP,CMF,Signal_RSI,Signal_MACD,Signal_MA
2024-06-12,4784.51025390625,4820.034244035548,4738.07418394869,4777.463944169538,2031876,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,5008.882894832551,4408.032216941622,,9.74462341928285,21753079,4550.851869780797,,0,0,0
2024-06-13,4990.70751953125,5008.17564046322,4752.2157747860865,4834.420495766736,4364888,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,5022.558723924615,4429.118958245075,,9.378229985174462,26117967,4578.115828618242,,0,0,0
2024-06-14,5089.40185546875,5147.581460644091,4994.670889688647,5030.146142150309,6319680,,,,,,,,,0.0,0.0,0.0,,,,,,,2.9455207550915494,,,,,,,0.0,5038.52564051164,4467.210384352766,,9.018509670266669,32437647,4620.221495524736,,0,0,0
2024-06-18,5415.18701171875,5448.019776120128,5274.313379450229,5343.40458265254,9934132,,,,,,,,,0.0,0.0,0.0,,,68.19674663080283,97.96297496947545,,-2.0370250305245436,11.197179899989441,59.29490640906629,,,,,,320.9232723874274,5075.265222315541,4519.942999215173,,8.69045336950271,42371779,4711.33687052815,,0,0,0
2024-06-19,5198.4208984375,5463.481792824482,5148.6575910599,5460.741826773617,7351379,,,,,,,,,0.0,0.0,0.0,,,59.43637418440709,83.71123199751543,,-16.288768002484566,6.797551866154344,53.89790939792134,,,,,,320.48762448579555,5109.248271663742,4548.97096986812,,8.756055702746226,35020400,4749.419744917646,,0,0,0
2024-06-20,5175.5703125,5266.288809423412,5046.391462022581,5197.491476405849,4867153,,,,,,,,,0.0,30.914240269465683,31.78221299566405,,,58.58206665134072,82.306996589959,87.99373451898329,-17.69300341004099,0.28350166037456653,52.4626775523126,,,,,,313.3026046940123,5126.335726062852,4573.588587204352,,8.826523862888045,30153247,4770.393518735823,,0,0,0
2024-06-21,5060.04248046875,5227.3390510465015,5040.910503031083,5185.258066455094,4063083,,,,,,,,,0.0,29.594086630812093,30.550541744712888,,,54.330222135726906,75.20747307050823,80.40856721932755,-24.792526929491764,19.319903171296627,52.25100368426054,,,,,,304.2401720741127,5136.307696659009,4594.142325025667,,8.989433609541688,26090164,4781.824395976424,,0,0,0
2024-06-24,5211.24072265625,5230.177262330463,5005.288830452927,5059.504704052981,3699083,,,,,,,,,0.0,28.03861586828424,29.777337593107163,,,58.56848865805398,84.49904772949957,80.67117246332226,-15.500952270500425,21.997071417630476,51.71397411060475,,,,,,298.5721906315001,5149.501197049661,4612.468520298445,,9.045610726352164,29789247,4796.717818113701,,0,0,0
2024-06-25,5256.8447265625,5338.413430645681,5216.084983563975,5260.123224513389,3493916,,,,,,,,,0.0,29.80872605510121,28.853765306178513,,,59.78085294856085,87.3015472884454,82.33602269615106,-12.698452711554587,15.108432261270686,63.147005381052175,,,,,,286.3293704427809,5162.305142503491,4640.660664835843,,7.7282374396798055,33283163,4811.313112408637,,0,0,0
2024-06-26,5172.4873046875,5294.375177951116,5161.869099935265,5252.832246276129,2351908,4919.108325195312,,,5016.969914257482,,,,,0.0,28.80619577223502,29.259435984591114,,,56.48806283369383,73.75092103240502,81.85050535011666,-26.24907896759498,11.38636155968291,71.49101717355387,5542.095549046261,4919.108325195312,4296.1211013443635,25.329274440249826,0.7033580864836557,275.3419924122859,5171.294048988673,4662.481187402823,4916.887618195748,6.320645041946428,30931255,4818.8637611323875,0.09792013631860427,0,0,0
2024-06-27,5168.62158203125,5195.974414127089,5101.5855925644055,5152.4742269042,2864946,4930.350317382812,,,5031.412930235936,,,,,0.0,28.08168199434403,30.12986711226545,,,56.334928783451616,70.82689023429198,77.2931195183808,-29.173109765708034,9.740886016698537,64.346418275307,5562.756175303855,4930.350317382812,4297.944459461769,25.6535871575448,0.688384770368609,262.4167659230286,5176.734423706808,4678.250956524947,4927.492690115877,5.653926908345675,28066309,4827.54955989639,0.1096743006181669,0,0,0
2024-06-28,5151.74072265625,5229.786279503253,5137.844018574742,5185.74803426043,1565629,4944.442553710937,,,5042.872719990251,,,,,0.0,28.305152968866114,29.355356455616572,,,55.62577615920049,61.67827625278816,68.75202917316172,-38.32172374721184,8.393741768323379,62.83065595948123,5583.359294727216,4944.442553710937,4305.525812694658,25.843833114685694,0.6622262774141575,250.24001556627738,5188.314848937775,4694.0394808640995,4941.177164900937,5.146243577816621,26500680,4831.890279197683,0.11747153993268669,0,0,0
2024-07-01,5278.76611328125,5293.396787312843,5141.024276007395,5157.367548370989,2307080,4965.003515625,,,5065.338757446537,,,,,0.0,28.894776390473748,28.067662784630553,,,59.733373650263246,74.92697028008939,69.14404558905652,-25.073029719910604,10.330333370515223,62.65163627630229,5618.987803469445,4965.003515625,4311.0192277805545,26.343759305963793,0.7398854249927187,243.2494795476467,5206.30205559187,4714.463412220853,4960.382733906361,4.634665423717874,28807760,4840.536689908132,0.12787876603927306,0,0,0
2024-07-02,5229.8349609375,5304.161922933052,5186.726603606121,5284.589369711897,1706329,4968.448315429688,,,5081.005062540914,,,,,0.0,28.201746137241614,27.081661897439503,,,57.5244085223146,67.790959313333,68.13206861540353,-32.209040686666995,4.791453726158449,62.14355152834936,5627.232787770817,4968.448315429688,4309.663843088559,26.51872095741647,0.6983855543672121,234.26275381759555,5201.392636090149,4725.378417349999,4963.385526720074,4.22491034440813,27101431,4846.029072005471,0.13628610393373444,0,0,0
2024-07-03,5342.62158203125,5362.879364931149,5217.504422919626,5252.245703477119,2852572,5023.542578125,,,5105.920921539994,,,,,0.0,28.747030716694095,25.8701025018063,,,61.09570715584016,83.00773441608344,75.24188800316861,-16.992265583916556,4.975431961427963,62.82746159232017,5610.009669498837,5023.542578125,4437.075486751162,23.34874572090247,0.7720348751016762,227.91362440287608,5196.720478554708,4822.600993166762,5009.660735860735,3.7653901307826274,29954003,4857.4717582279745,0.23782452135822427,0,0,0
2024-07-04,5397.22900390625,5449.683537198485,5342.621298823003,5357.985942801745,3743401,5079.823461914062,,,5133.664548432018,,115.80609578546864,,,0.0,30.540191623514634,24.98364751016167,56.00000000000001,20.0,62.72962157427963,85.86790783339875,78.88886718760506,-14.132092166601257,-0.3316230404164791,62.6707461108106,5575.92998854065,5079.823461914062,4583.716935287474,19.532431799890006,0.819896559465236,219.28138254377654,5238.312169151503,4905.265653525545,5071.788911338524,3.6618147639910235,33697404,4873.314062326286,0.1541989538927728,0,0,0
2024-07-05,5433.34033203125,5504.7314052338725,5365.325715122717,5416.703663147148,3446662,5123.147314453125,,,5162.205099250992,,124.97447413245027,,,0.0,30.95039543415027,23.838236056781255,100.0,16.0,63.811984768737815,85.70584951954999,84.86049725634405,-14.294150480450018,4.51905373157376,60.92601229753538,5582.476245686833,5123.147314453125,4663.818383219416,17.931513698147086,0.8376589155237621,213.57597594144644,5272.893632211463,4960.158510780756,5116.52607149611,3.6430273736653134,37144066,4888.050073681408,0.13633475141845336,0,0,0
2024-07-08,5501.7958984375,5541.430318193212,5441.659038311918,5460.742277453557,3536842,5166.050366210938,,,5194.547080125898,,136.19430891383308,,,4.484721123578059,31.06107318718082,22.95930646479645,100.0,12.0,65.83738259992485,92.60747010593008,88.06040915295961,-7.392529894069936,6.303181412676441,55.64840520948614,5597.707718784384,5166.050366210938,4734.393013637491,16.711310265062227,0.8889028302482525,206.04126238576896,5311.28195165628,5011.861040134167,5161.571495895225,3.6430273736653134,40680908,4904.1864482983065,0.10948628491339979,0,0,0
2024-07-09,5421.2060546875,5553.467491607171,5399.137713539754,5518.383593302412,2392991,5201.618603515625,,,5216.133649131765,,137.00388641874724,,,5.00480270964591,29.394606722852156,23.205723731266485,100.0,8.0,61.475219561065614,75.87256741421102,84.72862901323036,-24.127432585788984,7.137560121536622,61.97043178403954,5592.3400083974975,5201.618603515625,4810.897198633753,15.023070111976104,0.7810025870457022,202.3475849344581,5352.366390553167,5046.559932628713,5199.463161590939,3.5043365870388903,38287917,4913.222781474331,0.07530335027747904,0,0,0
2024-07-10,5368.8974609375,5460.741752468819,5205.319960821084,5449.780932723519,2121407,5232.42333984375,,,5230.682583589454,,131.9041076243784,,,4.774681693649891,26.82906782572148,27.80322080014227,96.0,4.0,58.75411613954777,66.33031459469062,78.27011737161057,-33.66968540530938,3.0253205843250686,65.99592309765727,5570.323910221287,5232.42333984375,4894.522769466213,12.915643419159114,0.7019442005399207,206.13859969969212,5389.576263273151,5067.284805196808,5228.430534234979,3.3613385839476715,36166510,4920.175355469438,0.099250824760992,0,0,0
2024-07-11,5429.03466796875,5455.848969126835,5348.19993117097,5382.45189779329,1843378,5264.649560546875,,,5249.573258292245,,131.20264380080516,,,4.560997893082157,25.80676082294942,26.743794229370643,92.0,0.0,60.89705284493692,77.30068088086186,73.16785429658783,-22.69931911913815,3.2755379008283283,74.47902150405858,5543.268753383341,5264.649560546875,4986.030367710409,10.584529497440052,0.7949996117431141,199.10363100370452,5422.368460272869,5097.508104409624,5259.938282341247,2.8898589632410796,38009888,4926.833585116949,0.10824805029817809,0,0,0
2024-07-12,5371.88232421875,5459.224829570611,5329.60542460773,5450.955235964939,1387762,5283.70830078125,,,5261.221740761435,,124.59871573332475,,,4.455945002172831,24.59167109940159,26.160029286532527,88.0,0.0,57.822371566077855,59.81579085750547,67.81559544435265,-40.18420914249453,3.854915590620219,68.98791962772474,5535.634157043243,5283.70830078125,5031.782444519256,9.535948690609723,0.6749999478930073,194.14047200078858,5439.544997964099,5127.3186881722795,5283.43184306819,2.7814372139852224,36622126,4931.174808084954,0.053559391579738415,0,0,0
